date,open,high,low,close,volume,liquidity_usd,liquidity_base,market_cap_usd,market_cap_base,source
2025-05-22,4.62147795052022,4.729512707461497,4.605521955291034,4.690358438897642,9040829.43546906,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-05-21,4.5422878617436,4.65830505159275,4.51194801290585,4.62147795052022,15789316.129426,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-05-20,4.53941562020473,4.61408365730397,4.4873401792751,4.5422878617436,14379508.5490047,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-05-19,4.594876881179,4.60358250541582,4.39645055852575,4.53941562020473,14354756.1601005,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-05-18,4.4979568158853,4.64907375216611,4.45755592596566,4.594876881179,11355062.9838635,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-05-17,4.52215743530634,4.55322538579739,4.46551028906558,4.4979568158853,11405441.2943162,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-05-16,4.54031488490081,4.61003374341055,4.50025938340753,4.52215743530634,13630147.6006116,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-05-15,4.62825419235063,4.65171848637042,4.492635353967,4.54031488490081,17604689.1580225,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-05-14,4.71468430366027,4.72821223697831,4.57155954165118,4.62825419235063,13214200.2653825,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-05-13,4.5778394877466,4.72758454903074,4.47170239564064,4.71468430366027,17777387.0800228,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-05-12,4.5585943133695,4.66931659598837,4.47132715883094,4.5778394877466,23769870.9664159,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-05-11,4.62704630727974,4.65649180862696,4.49572617471251,4.5585943133695,13704324.5726247,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-05-10,4.53600774232389,4.64770151557787,4.45557418567255,4.62704630727974,8166658.23251779,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-05-09,4.39578702237963,4.57508362221891,4.36427708951538,4.53600774232389,19872575.5713058,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-05-08,4.11697251176218,4.41879959039601,4.10359250633783,4.39578702237963,11446083.423513,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-05-07,4.10392800107263,4.15054339045576,4.06678237309762,4.11697251176218,8651679.34677634,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-05-06,4.10239221630088,4.10785361159045,4.0169547520526,4.10392800107263,6786297.51991422,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-05-05,4.060889508949,4.11655449592766,4.03548334752312,4.10239221630088,7050110.71851209,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-05-04,4.11299380661458,4.12470768244241,4.05123879335796,4.060889508949,4041865.61461631,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-05-03,4.12144663710386,4.14422543990314,4.08907898320546,4.11299380661458,3336581.47328021,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-05-02,4.15613128098889,4.18202996750581,4.11322991185982,4.12144663710386,6454159.77956624,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-05-01,4.09785692382946,4.19856657430998,4.08964590363195,4.15613128098889,6144235.44677688,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-30,4.08101521651023,4.11189971692695,3.99445991165714,4.09785692382946,12272310.3961021,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-29,4.10069319388971,4.13494845072182,4.04750559241706,4.08101521651023,11304662.4530676,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-28,4.10549741065241,4.18281638210193,4.04550690981267,4.10069319388971,17418587.2017611,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-27,4.11592935647478,4.1541951828703,4.07076963756028,4.10549741065241,9298175.85740736,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-26,4.13117180835849,4.16760142097632,4.08800472722876,4.11592935647478,7964048.62622654,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-25,4.13160257063394,4.20198388582579,4.11007856510767,4.13117180835849,19325096.5755461,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-24,4.12433448256164,4.14974996106413,4.02702028391167,4.13160257063394,17792590.4214561,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-23,4.08612287970385,4.18254518221057,4.06972834189957,4.12433448256164,20862401.5560125,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-22,3.87525576329991,4.10715005726394,3.84756666666667,4.08612287970385,16452134.8613725,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-21,3.87463701978992,3.95876840424167,3.84637919992899,3.87525576329991,9355851.58963992,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-20,3.90639847152789,3.93911656315793,3.84720995450425,3.87463701978992,4841176.31955188,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-19,3.83480462461818,3.92130085244505,3.80180937628476,3.90639847152789,7297804.09647612,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-18,3.83759102826825,3.86240927573498,3.80954117018113,3.83480462461818,7689328.47980396,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-17,3.79299922166002,3.86768725257217,3.77062192685654,3.83759102826825,10491313.0978389,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-16,3.73560507464851,3.82895850535647,3.67256757725905,3.79299922166002,9664125.43064556,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-15,3.77578988908253,3.86414990508002,3.72862196644692,3.73560507464851,7669719.36053613,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-14,3.74949439790687,3.86429649818029,3.74021734094559,3.77578988908253,10561187.2384107,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-13,3.81507536585466,3.8384144733947,3.70464560594773,3.74949439790687,7854665.45537485,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-12,3.65752548294361,3.84159068550016,3.59644681096841,3.81507536585466,6620621.26392624,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-11,3.52467449711982,3.678366317911,3.50457983309136,3.65752548294361,5247498.29510317,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-10,3.64224740381426,3.64756412395944,3.45812099772368,3.52467449711982,5616497.49367122,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-09,3.40300497132558,3.66992699445998,3.32123565361592,3.64224740381426,12764877.606995,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-08,3.44142901466659,3.53589563445417,3.3585381935944,3.40300497132558,8782537.48808399,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-07,3.4078461920088,3.54207974416627,3.22700321744387,3.44142901466659,17421766.2362992,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-06,3.6477919045109,3.66841498939161,3.34678911465028,3.4078461920088,7633748.77012817,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-05,3.68647738111217,3.70032916666667,3.60453635337129,3.6477919045109,2120652.6324514,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-04,3.61610653966345,3.70905879110953,3.54738058189633,3.68647738111217,7204968.53729811,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-03,3.62009895948915,3.66343469549715,3.52748827615401,3.61610653966345,7582782.99630823,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-02,3.74388329427416,3.86662007161727,3.59827567068516,3.62009895948915,11559136.3944634,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-04-01,3.69839235973252,3.80253757009346,3.67635568193135,3.74388329427416,6138447.24032527,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-31,3.68588240207382,3.73723301674904,3.64329264308662,3.69839235973252,5506878.95892156,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-30,3.6909464563613,3.7241800844515,3.663237876372,3.68588240207382,2882501.34368441,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-29,3.75934374640327,3.77886636648122,3.66650122966612,3.6909464563613,3962888.08756825,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-28,3.88895385353982,3.89565034686008,3.7368013879473,3.75934374640327,8427154.95496853,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-27,3.86599926730662,3.92144836363636,3.84581672694072,3.88895385353982,10104414.8431685,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-26,3.95701928791729,3.97882805457768,3.847049999228,3.86599926730662,9438384.69550328,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-25,3.92401384433986,4.0090112941265,3.87295081563136,3.95701928791729,11075754.4199962,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-24,3.79884879854812,3.99833679096807,3.79399480231943,3.92401384433986,12951894.0447597,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-23,3.739318762361,3.8509284,3.73865025207945,3.79884879854812,2766141.86080517,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-22,3.73922665148564,3.79117054767226,3.6945036453769,3.739318762361,2689163.28225078,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-21,3.74236508995498,3.76943734323023,3.6761727120619,3.73922665148564,4501282.68165103,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-20,3.86155331651478,3.87584267928232,3.71637247968819,3.74236508995498,4220083.99114036,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-19,3.69689765500823,3.8634597574287,3.68281587434995,3.86155331651478,6329637.57186458,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-18,3.73889318204569,3.74064974732972,3.3117,3.69689765500823,3923709.33352053,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-17,3.69153287084871,3.77998214285714,3.16375,3.73889318204569,4206817.66845308,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-16,3.82497052992305,3.85590815217391,2.84823,3.69153287084871,5082449.88080818,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-15,3.78520382418076,3.85861699115044,3.53948142857143,3.82497052992305,3009207.57444401,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-14,3.64342532742105,3.81648161414818,3.63674572835223,3.78520382418076,5791611.09165172,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-13,3.69653630992531,3.72276459973274,3.60368837639209,3.64342532742105,6583246.67570954,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-12,3.68686624987953,3.76016992885098,3.61254493413828,3.69653630992531,7612710.53927061,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-11,3.57085736745055,3.73754951896785,3.48353446937995,3.68686624987953,13036436.1847878,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-10,3.67861379436855,3.78019890102702,3.52560124240954,3.57085736745055,18527644.3446472,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-09,3.84623037937972,3.89573722891566,3.65838656791975,3.67861379436855,11057555.7666282,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-08,3.86173131323439,3.90242307692308,3.81667709433296,3.84623037937972,8138465.24746582,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-07,3.92955240546294,4.0221430357945,3.78516061859683,3.86173131323439,21588935.311185,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-06,3.95817836353861,4.04682242990654,3.85246130979793,3.92955240546294,15734812.3950252,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-05,3.92349898575786,4.0233200423533,3.86201847861434,3.95817836353861,12489700.7142752,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-04,3.877413023232,3.96517806383566,3.7243531641605,3.92349898575786,20269599.593679,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-03,4.31193538924974,4.35174417899569,3.82277472428012,3.877413023232,22405317.3810046,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-02,3.88591747868932,4.33919234116247,3.70057768538187,4.31193538924974,24592058.4232091,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-03-01,3.92987146447648,3.9916006052076,3.73706782506208,3.88591747868932,8095773.32684523,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-02-28,3.8310014715405,3.93991783061942,3.64200812383378,3.92987146447648,21655705.3061329,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-02-27,3.79826510008584,3.90265820792905,3.76007681316917,3.8310014715405,11592188.7266827,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-02-26,3.93446353296072,3.9963222202579,3.71635726383732,3.79826510008584,16331797.1768144,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-02-25,3.90601560807807,3.98507034175806,3.74852819886471,3.93446353296072,20337851.0785483,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-02-24,4.20716723280504,4.23165000354221,3.87177284420054,3.90601560807807,26494550.7977799,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-02-23,4.24509702915932,4.25719,4.18059786166162,4.20716723280504,6718509.82611061,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-02-22,4.19064928123027,4.26997454545455,4.17425988566194,4.24509702915932,13130260.2359386,9228163.343,1967475.0796164873,1649400121.53962,351657585.0282506,JLP_SOL
2025-05-22,4.62155008565832,4.730213195707102,4.605291809507641,4.688647382500003,18342039.559953753,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-05-21,4.54224813109667,4.65735903535793,4.48886737723882,4.62155008565832,49006687.8757506,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-05-20,4.53742636591445,4.61404996551556,4.4874433372463,4.54224813109667,26052949.2225757,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-05-19,4.59409022744389,4.60410064933667,4.41007589340265,4.53742636591445,34704518.183028,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-05-18,4.5011724105498,4.64923565926058,4.45637506674154,4.59409022744389,27556626.6435803,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-05-17,4.5220154139076,4.55370392519136,4.45460503557285,4.5011724105498,22562237.2213098,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-05-16,4.54037152990684,4.62231837283992,4.49769554129693,4.5220154139076,32452473.6121008,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-05-15,4.62857457747015,4.65217961348177,4.49271209261782,4.54037152990684,36093954.6507581,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-05-14,4.71841645888703,4.72896754080988,4.57065890705405,4.62857457747015,37293511.7267763,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-05-13,4.57907997671142,4.74669276379314,4.47079111370709,4.71841645888703,44323104.956664,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-05-12,4.5580471003078,4.66780624771305,4.4835024519336,4.57907997671142,81587971.4701275,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-05-11,4.62496191172323,4.65865750425513,4.50153900898639,4.5580471003078,47398060.3828443,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-05-10,4.52657855609752,4.64845163621251,4.45252641625837,4.62496191172323,41447815.4026281,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-05-09,4.3948695562799,4.57493750460343,4.35812300516175,4.52657855609752,58687546.5381621,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-05-08,4.11591363398595,4.44014904930506,4.10144119998954,4.3948695562799,48973727.4584274,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-05-07,4.10381155414803,4.17324552006426,4.06661377380621,4.11591363398595,22566309.2416197,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-05-06,4.10148397266791,4.11789952847454,4.0166462636238,4.10381155414803,15742538.4171248,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-05-05,4.05938532066758,4.13402487566398,4.03530775693272,4.10148397266791,10559153.9234372,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-05-04,4.11461944829833,4.14488931229248,4.05089244143737,4.05938532066758,9444069.93393594,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-05-03,4.12260461826969,4.17336108911411,4.08240242377959,4.11461944829833,12067681.98962,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-05-02,4.1529688922379,4.1967605154894,4.11027550718157,4.12260461826969,20914273.3792545,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-05-01,4.09759398083013,4.19926339978556,4.08876745081037,4.1529688922379,20417289.9403269,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-04-30,4.08150876978443,4.12284647789822,3.98873219905779,4.09759398083013,18150064.6689692,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-04-29,4.10079142168343,4.13630180847126,4.04419522169841,4.08150876978443,21018693.5537128,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-04-28,4.10425686024629,4.18714718489377,4.03622753802853,4.10079142168343,34589850.9761639,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-04-27,4.12040209387133,4.15454027940005,4.07051907053714,4.10425686024629,16401717.0362846,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-04-26,4.13112767818314,4.18406312741032,4.08600342205679,4.12040209387133,15498486.0796128,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-04-25,4.13256454026813,4.21027275025793,4.10817582689939,4.13112767818314,35805549.718942,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-04-24,4.12881867575172,4.15678795049385,4.03640298679523,4.13256454026813,26278632.1505038,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-04-23,4.08605705652295,4.18506435768946,4.04653750853083,4.12881867575172,37025547.2558565,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-04-22,3.87519938616192,4.11036379752194,3.84995417603594,4.08605705652295,22080607.2814166,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-04-21,3.88010329999606,3.96710283154635,3.83976425041831,3.87519938616192,16225638.8892093,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-04-20,3.90866827651901,3.94120395109732,3.82436201017886,3.88010329999606,11686211.0878369,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-04-19,3.83480429356753,3.96953309380494,3.80099399917206,3.90866827651901,17145418.5184122,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-04-18,3.83774582891889,3.87515238495235,3.79689797378616,3.83480429356753,12868756.3998906,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-04-17,3.79556315675002,3.87961420037599,3.76993823191932,3.83774582891889,15422057.1475883,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-04-16,3.73459451899791,3.84911504443863,3.67278957293008,3.79556315675002,20748655.8811528,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-04-15,3.77853598313595,3.86736121539637,3.72786886040641,3.73459451899791,16033803.6002979,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-04-14,3.75061777560562,3.86741371076167,3.73926365948357,3.77853598313595,19628298.1614215,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-04-13,3.81489380070782,3.84584338881295,3.70429882379364,3.75061777560562,19538991.4730002,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-04-12,3.65336923703142,3.84143487412175,3.59418858694311,3.81489380070782,15130879.1935938,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-04-11,3.52462933325618,3.69748663062569,3.50411580552261,3.65336923703142,8354539.89882387,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-04-10,3.64082417904896,3.66908696629146,3.45653920307421,3.52462933325618,7432261.38984181,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-04-09,3.40159024810558,3.68028399939528,3.31917095468544,3.64082417904896,23072902.407119,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
2025-04-08,3.44123625907121,3.53765587452612,3.33659130464558,3.40159024810558,21603403.0237042,8289169.2311,1767977.466710437,1649400121.53962,351796683.9825911,JLP_USDC
