date,open,high,low,close,volume,liquidity_usd,market_cap_usd,24h_volume,6h_volume,1h_volume,5m_volume
2025-05-22,4.62155008565832,4.702906134882445,4.605291809507641,4.69639794059443,15368199.473270616,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-05-21,4.54224813109667,4.65735903535793,4.48886737723882,4.62155008565832,49006687.8757506,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-05-20,4.53742636591445,4.61404996551556,4.4874433372463,4.54224813109667,26052949.2225757,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-05-19,4.59409022744389,4.60410064933667,4.41007589340265,4.53742636591445,34704518.183028,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-05-18,4.5011724105498,4.64923565926058,4.45637506674154,4.59409022744389,27556626.6435803,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-05-17,4.5220154139076,4.55370392519136,4.45460503557285,4.5011724105498,22562237.2213098,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-05-16,4.54037152990684,4.62231837283992,4.49769554129693,4.5220154139076,32452473.6121008,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-05-15,4.62857457747015,4.65217961348177,4.49271209261782,4.54037152990684,36093954.6507581,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-05-14,4.71841645888703,4.72896754080988,4.57065890705405,4.62857457747015,37293511.7267763,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-05-13,4.57907997671142,4.74669276379314,4.47079111370709,4.71841645888703,44323104.956664,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-05-12,4.5580471003078,4.66780624771305,4.4835024519336,4.57907997671142,81587971.4701275,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-05-11,4.62496191172323,4.65865750425513,4.50153900898639,4.5580471003078,47398060.3828443,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-05-10,4.52657855609752,4.64845163621251,4.45252641625837,4.62496191172323,41447815.4026281,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-05-09,4.3948695562799,4.57493750460343,4.35812300516175,4.52657855609752,58687546.5381621,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-05-08,4.11591363398595,4.44014904930506,4.10144119998954,4.3948695562799,48973727.4584274,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-05-07,4.10381155414803,4.17324552006426,4.06661377380621,4.11591363398595,22566309.2416197,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-05-06,4.10148397266791,4.11789952847454,4.0166462636238,4.10381155414803,15742538.4171248,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-05-05,4.05938532066758,4.13402487566398,4.03530775693272,4.10148397266791,10559153.9234372,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-05-04,4.11461944829833,4.14488931229248,4.05089244143737,4.05938532066758,9444069.93393594,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-05-03,4.12260461826969,4.17336108911411,4.08240242377959,4.11461944829833,12067681.98962,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-05-02,4.1529688922379,4.1967605154894,4.11027550718157,4.12260461826969,20914273.3792545,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-05-01,4.09759398083013,4.19926339978556,4.08876745081037,4.1529688922379,20417289.9403269,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-30,4.08150876978443,4.12284647789822,3.98873219905779,4.09759398083013,18150064.6689692,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-29,4.10079142168343,4.13630180847126,4.04419522169841,4.08150876978443,21018693.5537128,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-28,4.10425686024629,4.18714718489377,4.03622753802853,4.10079142168343,34589850.9761639,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-27,4.12040209387133,4.15454027940005,4.07051907053714,4.10425686024629,16401717.0362846,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-26,4.13112767818314,4.18406312741032,4.08600342205679,4.12040209387133,15498486.0796128,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-25,4.13256454026813,4.21027275025793,4.10817582689939,4.13112767818314,35805549.718942,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-24,4.12881867575172,4.15678795049385,4.03640298679523,4.13256454026813,26278632.1505038,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-23,4.08605705652295,4.18506435768946,4.04653750853083,4.12881867575172,37025547.2558565,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-22,3.87519938616192,4.11036379752194,3.84995417603594,4.08605705652295,22080607.2814166,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-21,3.88010329999606,3.96710283154635,3.83976425041831,3.87519938616192,16225638.8892093,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-20,3.90866827651901,3.94120395109732,3.82436201017886,3.88010329999606,11686211.0878369,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-19,3.83480429356753,3.96953309380494,3.80099399917206,3.90866827651901,17145418.5184122,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-18,3.83774582891889,3.87515238495235,3.79689797378616,3.83480429356753,12868756.3998906,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-17,3.79556315675002,3.87961420037599,3.76993823191932,3.83774582891889,15422057.1475883,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-16,3.73459451899791,3.84911504443863,3.67278957293008,3.79556315675002,20748655.8811528,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-15,3.77853598313595,3.86736121539637,3.72786886040641,3.73459451899791,16033803.6002979,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-14,3.75061777560562,3.86741371076167,3.73926365948357,3.77853598313595,19628298.1614215,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-13,3.81489380070782,3.84584338881295,3.70429882379364,3.75061777560562,19538991.4730002,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-12,3.65336923703142,3.84143487412175,3.59418858694311,3.81489380070782,15130879.1935938,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-11,3.52462933325618,3.69748663062569,3.50411580552261,3.65336923703142,8354539.89882387,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-10,3.64082417904896,3.66908696629146,3.45653920307421,3.52462933325618,7432261.38984181,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-09,3.40159024810558,3.68028399939528,3.31917095468544,3.64082417904896,23072902.407119,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-08,3.44123625907121,3.53765587452612,3.33659130464558,3.40159024810558,21603403.0237042,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-07,3.41078790003086,3.54547761954604,3.20455718319261,3.44123625907121,34118480.7509547,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-06,3.64746340772072,3.67926262060095,3.36214606361668,3.41078790003086,11953792.8623797,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-05,3.68605151450985,3.69583656483109,3.59704679447313,3.64746340772072,6962516.36196734,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-04,3.61542400990723,3.72057573066543,3.54332467498305,3.68605151450985,14307551.8191266,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-03,3.61921273941394,3.68306319702232,3.51519067991865,3.61542400990723,16327537.8750495,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-02,3.73906804231679,3.8766025066344,3.59655563725174,3.61921273941394,23282385.949205,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-04-01,3.69849725696329,3.79179415503205,3.67290198312017,3.73906804231679,12434536.1523519,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-31,3.68297852956233,3.7375350679672,3.64257277649345,3.69849725696329,11272510.1730632,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-30,3.68736699951476,3.72509014153626,3.66113387384004,3.68297852956233,5903302.90228772,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-29,3.76118869724603,3.77928869304811,3.66610722949159,3.68736699951476,6620612.81624525,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-28,3.88476269270357,3.89593456048955,3.73405138437388,3.76118869724603,14365531.5059383,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-27,3.86958613888637,3.92522391287036,3.8458675779787,3.88476269270357,11377256.6724181,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-26,3.9569552740181,3.97844109843958,3.84709920931446,3.86958613888637,12622741.9551225,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-25,3.92089004138409,4.03850531662796,3.87394064364522,3.9569552740181,13141574.1178019,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-24,3.79901446292752,4.00467247749212,3.79338178133882,3.92089004138409,18168877.1715176,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-23,3.74156003895239,3.82852185884213,3.73812920741279,3.79901446292752,7380622.79755503,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-22,3.73930086767129,3.79441237267576,3.6878181320853,3.74156003895239,11480284.2237567,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-21,3.73865024667452,3.77389639554647,3.6723363132777,3.73930086767129,12634655.9338774,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-20,3.86194403029236,3.87673593080442,3.70969077046224,3.73865024667452,11267675.6229984,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-19,3.69790652071311,3.8639409428905,3.68114869557327,3.86194403029236,13327112.5522332,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-18,3.73870198102747,3.74029167135194,3.62830559305403,3.69790652071311,8974253.25373318,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-17,3.69401714777352,3.77563619066017,3.68688272209942,3.73870198102747,11194212.1927341,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-16,3.81973786484674,3.83899515639162,3.66682844655942,3.69401714777352,9470305.70137263,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-15,3.78497187653072,3.83471280647702,3.75746508573019,3.81973786484674,6176851.9964975,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-14,3.64318222065576,3.81771258488674,3.63643047020426,3.78497187653072,12886205.2073952,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-13,3.6979510690622,3.73373010302843,3.58069701684817,3.64318222065576,15276951.2792486,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-12,3.68668868885217,3.76833472743696,3.60953027816006,3.6979510690622,17644666.9287997,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-11,3.57359957159798,3.7495793693408,3.4757192027854,3.68668868885217,24965063.9334972,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-10,3.67929381669548,3.77917104204951,3.51965404166121,3.57359957159798,35910160.4436897,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-09,3.84355470483161,3.88306778173391,3.6246725189768,3.67929381669548,22435689.0706544,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-08,3.8616351224678,3.89268066200859,3.80784290244383,3.84355470483161,16157300.8705558,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-07,3.93052651327472,4.02419284058171,3.78580584810149,3.8616351224678,33420562.7559308,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-06,3.96300951356985,4.04529631146979,3.89509162526244,3.93052651327472,20332218.6634211,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-05,3.92029945460481,4.02455680409304,3.85058501933126,3.96300951356985,18616679.2024762,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-04,3.88100345661928,3.9688335338985,3.68314350537018,3.92029945460481,29159324.2787247,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-03,4.31844768269503,4.35404613454621,3.82256086447433,3.88100345661928,44801147.5494616,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-02,3.88488063394837,4.34088911753023,3.69869861114489,4.31844768269503,70769986.9985301,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-03-01,3.93170878806164,3.98970814152882,3.8114268589639,3.88488063394837,17586380.4466818,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-02-28,3.83260734638758,3.94195181027154,3.64076845721438,3.93170878806164,38351654.7734972,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-02-27,3.80360707579966,3.90360132044881,3.7564971552572,3.83260734638758,27696586.9147591,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-02-26,3.93844419684103,3.95337919116194,3.71240711033794,3.80360707579966,34552787.5837835,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-02-25,3.90367168937218,3.9867502069624,3.74218397260378,3.93844419684103,54521009.17524,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-02-24,4.20675308297408,4.23533114683772,3.87111476152821,3.90367168937218,68342890.4165609,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-02-23,4.24511317374514,4.26205625831143,4.17626189968135,4.20675308297408,22836545.3166371,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
2025-02-22,4.1905966040104,4.26509093328186,4.17295421997408,4.24511317374514,35770439.8280006,8293272.0452,1652057147.67675,51561465.5726136,9980866.00112197,2097936.79530693,39568.7990381123
