timestamp,tvlUsd,apy,apyBase,apyReward,il7d,apyBase7d
2024-10-26T23:02:01.582Z,24204811508.0,2.925,2.925,,,
2024-09-04T23:02:24.883Z,24164509872.0,2.906,2.906,,,
2024-10-12T22:01:28.480Z,24129105261.0,3.062,3.062,,,
2024-09-03T23:01:28.135Z,24087711312.0,2.972,2.972,,,
2024-10-01T23:01:25.324Z,24082372334.0,3.025,3.025,,,
2024-02-09T23:01:21.005Z,24068585114.0,3.88,3.88,,,
2024-10-13T23:01:17.358Z,24066158590.0,3.085,3.085,,,
2024-11-03T23:01:11.431Z,24063736030.0,2.868,2.868,,,
2024-02-11T23:02:04.064Z,24053730354.0,3.336,3.336,,,
2024-02-10T23:02:09.792Z,24053720528.0,3.641,3.641,,,
2024-09-19T23:01:03.299Z,24005713552.0,3.261,3.261,,,
2024-10-25T23:01:40.332Z,23973588131.0,2.97,2.97,,,
2024-09-13T23:01:39.673Z,23937247640.0,2.875,2.875,,,
2024-01-13T23:01:23.138Z,23924527266.0,3.5,3.5,,,
2024-08-27T23:01:49.588Z,23919155785.0,2.785,2.785,,,
2024-08-05T23:01:14.300Z,23855331817.0,9.908,9.908,,,
2024-10-08T23:01:28.629Z,23840952331.0,3.358,3.358,,,
2024-10-11T23:01:41.140Z,23816397990.0,3.188,3.188,,,
2024-10-06T23:02:05.997Z,23787873333.0,2.976,2.976,,,
2024-09-01T23:01:23.691Z,23767039406.0,2.674,2.674,,,
2024-10-04T23:01:14.348Z,23745044916.0,2.949,2.949,,,
2024-11-05T23:01:32.653Z,23668012636.0,2.933,2.933,,,
2025-03-02T23:01:25.314Z,23662814664.0,2.764,2.764,,,
2024-10-07T23:01:26.837Z,23644264006.0,3.051,3.051,,,
2025-02-25T23:02:32.021Z,23637489715.0,4.108,4.108,,,
2024-10-05T23:01:32.361Z,23630402140.0,2.882,2.882,,,
2024-09-14T23:01:25.734Z,23615098451.0,2.859,2.859,,,
2025-02-24T23:01:44.817Z,23594781685.0,2.792,2.792,,,
2024-01-15T23:01:26.015Z,23531312308.0,3.3,3.3,,,
2024-01-10T23:01:21.008Z,23494154968.0,4.0,4.0,,,
2024-01-14T23:02:56.840Z,23471325505.0,3.3,3.3,,,
2024-01-17T23:01:27.715Z,23424673089.0,3.5,3.5,,,
2024-10-02T23:01:34.539Z,23357199334.0,3.063,3.063,,,
2024-11-04T23:01:36.592Z,23347094296.0,2.868,2.868,,,
2024-09-10T23:01:20.247Z,23344514453.0,3.022,3.022,,,
2024-09-05T23:01:10.303Z,23290537236.0,3.019,3.019,,,
2024-02-08T23:02:45.863Z,23182873437.0,3.792,3.792,,,
2024-02-07T23:02:02.490Z,23175974515.0,3.443,3.443,,,
2024-01-19T23:01:19.909Z,23159085894.0,4.5,4.5,,,
2024-01-12T23:01:27.144Z,23120204457.0,3.3,3.3,,,
2024-09-09T23:01:21.875Z,23115283807.0,2.904,2.904,,,
2024-10-10T23:01:18.634Z,23094808364.0,3.149,3.149,,,
2024-10-09T23:01:26.642Z,23043001012.0,3.431,3.431,,,
2024-01-21T23:01:32.760Z,23036834477.0,3.1,3.1,,,
2024-10-03T23:01:19.648Z,23014324628.0,3.021,3.021,,,
2024-01-20T23:01:19.310Z,22987318068.0,3.3,3.3,,,
2024-09-12T23:01:30.243Z,22957976116.0,2.896,2.896,,,
2024-08-07T23:02:03.314Z,22954418642.0,3.022,3.022,,,
2024-09-15T23:01:57.643Z,22939025457.0,2.811,2.811,,,
2024-01-18T23:01:20.519Z,22893966753.0,3.4,3.4,,,
2024-09-11T23:01:33.217Z,22861589904.0,3.017,3.017,,,
2024-09-17T23:01:20.413Z,22830699435.0,2.939,2.939,,,
2024-09-18T23:01:17.539Z,22815692912.0,3.113,3.113,,,
2024-02-06T23:02:03.307Z,22646544525.0,3.3,3.3,,,
2024-09-08T23:01:57.065Z,22631599038.0,2.755,2.755,,,
2024-01-30T23:02:38.613Z,22331470467.0,3.3,3.3,,,
2024-09-16T23:01:14.127Z,22286481674.0,3.155,3.155,,,
2024-09-07T23:01:30.119Z,22250182735.0,3.943,3.943,,,
2025-02-26T23:01:12.946Z,22242318413.0,2.982,2.982,,,
2024-02-04T23:01:59.994Z,21839623933.0,3.0,3.0,,,
2024-02-02T23:13:21.777Z,21805522279.0,3.3,3.3,,,
2024-02-03T23:01:35.267Z,21800358025.0,3.5,3.5,,,
2024-01-22T23:02:00.876Z,21763237201.0,3.2,3.2,,,
2024-02-01T23:01:57.091Z,21752922635.0,3.5,3.5,,,
2024-02-05T23:01:42.861Z,21732987500.0,3.0,3.0,,,
2024-01-08T23:01:14.543Z,21702077217.0,3.3,3.3,,,
2024-09-06T23:01:15.395Z,21680185840.0,2.948,2.948,,,
2024-01-29T23:01:23.598Z,21678645386.0,3.1,3.1,,,
2024-01-09T23:01:26.888Z,21511050786.0,3.5,3.5,,,
2024-01-31T23:01:33.553Z,21403505916.0,3.5,3.5,,,
2025-02-27T23:01:28.861Z,21334863382.0,3.14,3.14,,,
2024-01-27T23:01:18.482Z,21259147600.0,3.5,3.5,,,
2024-01-28T23:01:32.468Z,21205990693.0,3.2,3.2,,,
2024-01-26T23:01:17.686Z,21119276969.0,3.6,3.6,,,
2025-05-09T15:01:55.029Z,21107699186.0,3.479,3.479,,,
2025-03-05T23:01:31.076Z,20982072782.0,3.112,3.112,,,
2025-02-28T23:01:23.536Z,20886541385.0,4.079,4.079,,,
2025-03-01T23:01:26.184Z,20869805736.0,2.849,2.849,,,
2024-01-25T23:01:21.912Z,20815494202.0,3.3,3.3,,,
2025-03-06T23:02:28.566Z,20808405705.0,2.875,2.875,,,
2024-01-24T23:01:11.171Z,20752318830.0,3.2,3.2,,,
2025-03-08T23:01:21.395Z,20627774763.0,2.95,2.95,,,
2024-01-23T23:12:54.948Z,20616051080.0,3.8,3.8,,,
2024-01-07T23:01:46.496Z,20603031243.0,3.1,3.1,,,
2025-03-04T23:01:18.775Z,20468588674.0,3.615,3.615,,,
2025-03-03T23:01:33.638Z,20249116194.0,3.33,3.33,,,
2023-12-03T18:01:21.076Z,19999059999.0,3.6,3.6,,,
2023-12-13T07:01:21.920Z,19996427138.0,3.8,3.8,,,
2023-12-02T21:01:17.705Z,19993358398.0,3.6,3.6,,,
2023-12-21T03:01:26.614Z,19989978863.0,3.8,3.8,,,
2025-05-08T23:01:20.612Z,19989462963.0,2.709,2.709,,,
2023-12-18T22:01:43.114Z,19981707761.0,3.8,3.8,,,
2023-12-26T20:01:22.169Z,19972627403.0,3.6,3.6,,,
2023-12-19T23:01:19.235Z,19957938936.0,3.8,3.8,,,
2023-12-20T23:01:18.544Z,19936499423.0,3.8,3.8,,,
2025-03-07T23:01:24.022Z,19934083061.0,3.053,3.053,,,
2023-12-11T19:01:14.677Z,19898974103.0,3.8,3.8,,,
2025-03-24T23:01:21.563Z,19433883314.0,2.669,2.669,,,
2023-12-01T23:01:15.531Z,19400421889.0,3.6,3.6,,,
2025-03-25T23:01:27.662Z,19270593654.0,2.704,2.704,,,
2023-11-25T23:01:13.580Z,19173980973.0,3.6,3.6,,,
2023-11-26T23:01:23.019Z,19086277361.0,3.6,3.6,,,
2023-11-28T23:01:16.646Z,19044134257.0,3.6,3.6,,,
2023-11-22T23:01:20.566Z,19035437320.0,3.6,3.6,,,
2023-11-24T23:01:15.860Z,19008647949.0,3.6,3.6,,,
2023-11-23T23:01:20.568Z,19007306629.0,3.6,3.6,,,
2025-03-19T23:01:27.725Z,19006836697.0,2.873,2.873,,,
2023-11-30T23:01:24.131Z,18977490523.0,3.6,3.6,,,
2025-03-09T23:01:28.589Z,18876325587.0,2.718,2.718,,,
2025-03-27T23:02:33.850Z,18799065658.0,2.749,2.749,,,
2023-11-29T23:01:19.044Z,18785240361.0,3.7,3.7,,,
2025-03-26T23:01:23.236Z,18766002009.0,2.689,2.689,,,
2023-11-10T23:01:19.231Z,18713957645.0,3.8,3.8,,,
2025-03-23T23:01:37.218Z,18643354885.0,2.664,2.664,,,
2023-11-09T23:01:19.655Z,18640962840.0,3.6,3.6,,,
2023-11-27T23:01:17.869Z,18601498706.0,3.6,3.6,,,
2025-03-22T23:01:29.770Z,18527091642.0,2.668,2.668,,,
2023-11-13T23:01:22.469Z,18457953119.0,3.9,3.9,,,
2023-11-12T23:01:21.674Z,18443652875.0,3.9,3.9,,,
2025-03-20T23:01:20.428Z,18435321289.0,2.93,2.93,,,
2023-11-15T23:01:21.516Z,18335659005.0,4.0,4.0,,,
2025-03-21T23:01:34.729Z,18316718570.0,2.741,2.741,,,
2023-11-11T23:01:19.914Z,18273188666.0,3.8,3.8,,,
2025-03-11T23:01:29.764Z,18198547493.0,4.851,4.851,,,
2023-11-20T23:01:14.852Z,18196890837.0,3.7,3.7,,,
2025-03-15T23:01:17.343Z,18164216941.0,2.794,2.794,,,
2025-03-17T23:01:20.953Z,18032973845.0,2.688,2.688,,,
2025-04-01T23:17:20.667Z,17952621396.0,2.787,2.787,,,
2025-03-14T23:01:33.209Z,17946296370.0,2.811,2.811,,,
2025-03-18T23:01:26.381Z,17872525625.0,2.793,2.793,,,
2025-03-12T23:01:29.359Z,17872120380.0,3.602,3.602,,,
2023-11-19T23:01:20.884Z,17820820683.0,3.8,3.8,,,
2023-11-21T23:01:20.660Z,17814285819.0,3.7,3.7,,,
2025-03-28T23:01:30.757Z,17711261719.0,3.019,3.019,,,
2023-11-14T23:01:20.972Z,17697307875.0,4.0,4.0,,,
2023-11-18T23:01:23.960Z,17570301953.0,3.8,3.8,,,
2025-03-10T23:01:23.845Z,17539127202.0,3.064,3.064,,,
2023-11-16T23:01:20.810Z,17513987382.0,4.0,4.0,,,
2025-03-16T23:01:37.716Z,17497436401.0,2.714,2.714,,,
2025-03-13T23:02:41.387Z,17422495242.0,2.825,2.825,,,
2023-11-17T23:01:27.137Z,17376767659.0,3.9,3.9,,,
2025-03-31T23:17:24.865Z,17094090195.0,2.743,2.743,,,
2025-04-04T23:01:25.851Z,17058197117.0,2.852,2.852,,,
2025-03-29T23:02:43.113Z,17025405314.0,2.812,2.812,,,
2025-04-03T23:01:29.612Z,16971584814.0,2.993,2.993,,,
2023-11-08T23:01:36.790Z,16903230076.0,3.7,3.7,,,
2023-11-06T23:01:17.124Z,16899011451.0,3.7,3.7,,,
2025-05-03T23:01:32.597Z,16888061269.0,2.672,2.672,,,
2025-05-02T23:01:16.700Z,16884915209.0,2.733,2.733,,,
2025-03-30T23:01:11.177Z,16846136448.0,2.765,2.765,,,
2025-04-26T23:01:40.321Z,16820457231.0,2.763,2.763,,,
2023-11-07T23:02:02.026Z,16809888837.0,3.7,3.7,,,
2025-04-05T23:02:08.262Z,16802467043.0,2.782,2.782,,,
2025-05-05T23:01:55.772Z,16796502633.0,2.698,2.698,,,
2025-04-02T23:01:23.639Z,16759164866.0,2.761,2.761,,,
2025-05-04T23:01:16.776Z,16733181589.0,2.649,2.649,,,
2025-04-30T11:01:11.779Z,16689319174.0,2.825,2.825,,,
2023-11-05T23:01:26.206Z,16675754548.0,3.7,3.7,,,
2025-04-25T23:01:22.956Z,16622848035.0,2.801,2.801,,,
2025-04-29T23:01:24.364Z,16583597249.0,2.825,2.825,,,
2025-05-07T23:01:31.772Z,16576706945.0,2.689,2.689,,,
2025-04-23T23:02:02.129Z,16562611106.0,3.161,3.161,,,
2025-04-28T23:01:34.117Z,16561024422.0,2.705,2.705,,,
2025-05-06T23:01:33.288Z,16511829502.0,2.718,2.718,,,
2025-04-27T23:01:26.999Z,16497553881.0,2.692,2.692,,,
2023-11-04T23:01:40.691Z,16326288774.0,3.7,3.7,,,
2025-04-24T23:03:02.108Z,16292327561.0,2.913,2.913,,,
2023-11-01T23:01:13.958Z,16279550913.0,3.8,3.8,,,
2023-11-03T23:01:24.948Z,16175225139.0,3.8,3.8,,,
2025-04-22T23:01:15.277Z,16137659160.0,2.814,2.814,,,
2023-11-02T23:01:44.026Z,15988110784.0,3.8,3.8,,,
2023-10-31T23:01:13.777Z,15931207535.0,3.8,3.8,,,
2023-10-30T23:01:21.169Z,15917609456.0,3.8,3.8,,,
2023-10-26T23:01:10.914Z,15859313343.0,3.7,3.7,,,
2023-10-29T23:01:19.327Z,15843353945.0,3.8,3.8,,,
2023-10-25T23:01:13.286Z,15746769109.0,3.6,3.6,,,
2023-10-28T23:01:21.325Z,15651387910.0,3.8,3.8,,,
2023-10-27T23:01:17.192Z,15637891985.0,3.7,3.7,,,
2025-04-09T23:01:24.126Z,15634304535.0,3.293,3.293,,,
2023-10-24T23:01:53.328Z,15623606476.0,3.8,3.8,,,
2025-04-12T23:01:27.188Z,15371179852.0,2.886,2.886,,,
2023-07-13T23:01:43.942Z,15192588065.0,3.9,3.9,,,
2023-10-23T23:02:46.633Z,15112944899.0,3.7,3.7,,,
2025-04-14T23:01:24.966Z,15095512407.0,2.976,2.976,,,
2025-04-19T23:01:41.801Z,15007587965.0,2.667,2.667,,,
2023-08-13T23:02:15.743Z,14992833491.0,3.8,3.8,,,
2023-07-16T23:01:47.738Z,14965006791.0,3.8,3.8,,,
2023-08-12T23:01:47.458Z,14939188588.0,3.8,3.8,,,
2023-08-14T23:01:58.871Z,14934294403.0,3.8,3.8,,,
2023-07-15T23:01:47.704Z,14925024548.0,3.8,3.8,,,
2023-08-10T23:01:54.453Z,14893548365.0,3.8,3.8,,,
2023-08-08T23:01:49.409Z,14882313505.0,3.8,3.8,,,
2023-07-29T23:01:58.604Z,14875188675.0,4.0,4.0,,,
2023-08-11T23:01:55.692Z,14862647590.0,3.8,3.8,,,
2023-08-15T23:01:49.144Z,14851919166.0,3.8,3.8,,,
2023-08-09T23:01:59.112Z,14841597468.0,3.8,3.8,,,
2023-07-17T23:01:52.109Z,14839930668.0,3.9,3.9,,,
2023-07-14T23:01:57.422Z,14830794114.0,3.9,3.9,,,
2025-04-15T23:01:17.009Z,14824285212.0,2.832,2.832,,,
2023-07-28T23:02:01.070Z,14814675532.0,4.0,4.0,,,
2025-04-18T23:01:42.414Z,14811149359.0,2.722,2.722,,,
2025-04-13T23:01:23.616Z,14800445038.0,2.843,2.843,,,
2025-04-17T23:01:22.783Z,14772271388.0,2.787,2.787,,,
2025-04-07T23:01:28.236Z,14767720006.0,7.349,7.349,,,
2023-07-03T23:01:43.583Z,14759097741.0,4.0,4.0,,,
2023-07-31T23:01:47.180Z,14750409517.0,4.2,4.2,,,
2025-04-16T23:01:36.247Z,14746875760.0,2.836,2.836,,,
2023-10-01T23:02:07.839Z,14734203793.0,3.5,3.5,,,
2025-04-06T23:01:26.398Z,14727451380.0,2.663,2.663,,,
2023-07-30T23:01:36.300Z,14726044189.0,4.0,4.0,,,
2023-08-29T23:02:08.963Z,14722074923.0,3.8,3.8,,,
2023-09-30T23:01:46.679Z,14719874125.0,3.5,3.5,,,
2023-07-21T23:01:42.573Z,14718966304.0,3.9,3.9,,,
2023-07-18T23:01:49.170Z,14712713056.0,3.8,3.8,,,
2023-07-23T23:01:41.852Z,14711605371.0,3.9,3.9,,,
2023-07-20T23:01:53.436Z,14710232209.0,3.9,3.9,,,
2023-08-01T23:01:41.696Z,14700687625.0,4.2,4.2,,,
2023-08-16T23:01:55.224Z,14700077357.0,3.8,3.8,,,
2023-07-26T23:02:19.878Z,14690398972.0,4.0,4.0,,,
2025-04-11T23:01:27.835Z,14686609500.0,3.161,3.161,,,
2023-07-22T23:01:36.852Z,14675034133.0,3.9,3.9,,,
2023-07-19T23:02:02.684Z,14660569996.0,3.9,3.9,,,
2023-08-02T23:01:44.527Z,14655377239.0,4.2,4.2,,,
2025-04-20T23:01:14.712Z,14642724500.0,2.684,2.684,,,
2023-08-05T23:01:53.589Z,14641436248.0,4.1,4.1,,,
2023-07-27T23:02:08.969Z,14638936418.0,4.0,4.0,,,
2023-07-04T23:01:59.141Z,14634764718.0,4.0,4.0,,,
2023-08-04T23:02:02.871Z,14610943720.0,4.1,4.1,,,
2023-09-29T23:02:10.713Z,14605671694.0,3.5,3.5,,,
2025-04-21T23:01:23.582Z,14605475291.0,2.749,2.749,,,
2023-07-25T23:02:03.490Z,14602116521.0,4.0,4.0,,,
2023-08-03T23:02:09.470Z,14600270151.0,4.1,4.1,,,
2023-08-06T23:01:46.815Z,14591279620.0,4.0,4.0,,,
2023-10-06T23:01:43.326Z,14579420437.0,3.6,3.6,,,
2023-08-07T23:01:55.120Z,14573818750.0,4.1,4.1,,,
2023-10-02T23:01:37.234Z,14542703895.0,3.5,3.5,,,
2023-10-03T23:01:55.383Z,14533845697.0,3.6,3.6,,,
2023-08-30T23:02:15.405Z,14513329111.0,3.8,3.8,,,
2023-10-04T23:01:45.164Z,14510015876.0,3.6,3.6,,,
2023-07-02T23:01:41.751Z,14480416884.0,3.9,3.9,,,
2023-10-22T23:02:08.131Z,14472835509.0,3.7,3.7,,,
2023-07-24T23:02:06.259Z,14457906517.0,4.0,4.0,,,
2023-10-08T23:01:40.437Z,14447474416.0,3.5,3.5,,,
2023-06-30T23:01:50.134Z,14446229235.0,3.8,3.8,,,
2023-07-01T23:01:50.679Z,14437758759.0,3.9,3.9,,,
2023-07-05T23:01:56.131Z,14432378897.0,4.0,4.0,,,
2023-09-28T23:02:02.845Z,14428202205.0,3.5,3.5,,,
2023-10-21T23:02:33.919Z,14407011457.0,3.6,3.6,,,
2023-10-07T23:01:50.094Z,14398705958.0,3.5,3.5,,,
2023-07-12T23:01:19.966Z,14340151412.0,3.9,3.9,,,
2025-04-10T23:01:24.208Z,14329384980.0,3.337,3.337,,,
2023-07-11T23:01:51.666Z,14305730228.0,3.9,3.9,,,
2023-10-05T23:01:48.033Z,14270638483.0,3.6,3.6,,,
2023-09-19T23:01:54.163Z,14264640206.0,3.6,3.6,,,
2023-07-10T23:01:31.129Z,14243286678.0,3.9,3.9,,,
2023-07-07T23:01:53.512Z,14216155100.0,4.0,4.0,,,
2023-09-18T23:01:26.207Z,14215283214.0,3.6,3.6,,,
2023-10-20T23:01:42.807Z,14204594946.0,3.6,3.6,,,
2023-07-09T23:01:53.351Z,14203080552.0,3.8,3.8,,,
2023-07-06T23:02:12.296Z,14198927725.0,4.0,4.0,,,
2023-09-07T23:01:52.330Z,14169315704.0,3.6,3.6,,,
2023-09-16T23:01:48.643Z,14153368317.0,3.6,3.6,,,
2023-09-20T23:02:04.056Z,14128241306.0,3.6,3.6,,,
2023-07-08T23:01:53.327Z,14121987232.0,3.9,3.9,,,
2023-09-15T23:01:55.406Z,14114960131.0,3.7,3.7,,,
2023-06-23T23:01:38.911Z,14065085143.0,3.8,3.8,,,
2023-09-14T23:02:05.349Z,14057594564.0,3.7,3.7,,,
2023-10-16T23:01:56.721Z,14056132064.0,3.3,3.3,,,
2023-06-27T23:02:24.979Z,14054944171.0,3.8,3.8,,,
2023-09-09T23:01:53.823Z,14049050925.0,3.6,3.6,,,
2023-09-08T23:02:01.471Z,14045647489.0,3.6,3.6,,,
2023-08-31T23:01:50.926Z,14032180979.0,3.8,3.8,,,
2023-06-25T23:01:52.572Z,14016611414.0,3.8,3.8,,,
2023-09-17T23:01:57.754Z,13981493703.0,3.6,3.6,,,
2023-09-03T23:02:09.648Z,13975919695.0,3.7,3.7,,,
2023-09-06T23:01:41.065Z,13970318633.0,3.6,3.6,,,
2023-09-05T23:02:18.816Z,13967571000.0,3.7,3.7,,,
2023-09-02T23:02:31.852Z,13958824315.0,3.7,3.7,,,
2023-09-10T23:01:50.068Z,13955271543.0,3.7,3.7,,,
2023-09-27T23:01:45.456Z,13949989210.0,3.6,3.6,,,
2023-10-09T23:01:32.180Z,13935228582.0,3.4,3.4,,,
2023-08-28T23:02:17.041Z,13934257171.0,3.8,3.8,,,
2023-09-23T23:02:33.782Z,13895682649.0,3.6,3.6,,,
2023-09-26T23:01:33.471Z,13885590804.0,3.6,3.6,,,
2023-09-22T23:01:58.910Z,13884326230.0,3.6,3.6,,,
2023-08-27T23:01:46.647Z,13881530102.0,3.7,3.7,,,
2023-09-13T23:01:53.160Z,13879950122.0,3.8,3.8,,,
2023-09-01T23:01:54.995Z,13876886142.0,3.8,3.8,,,
2023-09-04T23:02:03.493Z,13866748080.0,3.7,3.7,,,
2023-09-24T23:01:29.588Z,13851150619.0,3.5,3.5,,,
2023-08-26T23:01:32.322Z,13836636769.0,3.8,3.8,,,
2023-09-25T23:01:40.814Z,13835568829.0,3.6,3.6,,,
2023-06-22T23:02:06.473Z,13834205696.0,3.8,3.8,,,
2023-06-24T23:02:00.222Z,13825125038.0,3.8,3.8,,,
2023-08-24T23:01:57.307Z,13824935039.0,4.0,4.0,,,
2023-08-25T23:01:57.727Z,13822755099.0,4.0,4.0,,,
2023-10-19T23:02:30.174Z,13816376626.0,3.6,3.6,,,
2023-08-20T23:01:54.540Z,13815533540.0,4.0,4.0,,,
2023-10-10T23:01:53.522Z,13815001735.0,3.4,3.4,,,
2023-08-21T23:01:55.237Z,13803739456.0,4.1,4.1,,,
2023-06-29T23:01:47.923Z,13797869759.0,3.8,3.8,,,
2023-09-21T23:02:06.902Z,13789892101.0,3.6,3.6,,,
2023-10-11T23:02:04.889Z,13785380058.0,3.3,3.3,,,
2023-09-12T23:01:56.848Z,13785248596.0,3.8,3.8,,,
2023-10-17T23:02:16.713Z,13782074757.0,3.4,3.4,,,
2023-10-18T23:02:02.630Z,13774496019.0,3.5,3.5,,,
2023-10-15T23:01:33.105Z,13767392070.0,3.3,3.3,,,
2023-10-13T23:01:51.943Z,13757708256.0,3.3,3.3,,,
2023-06-21T23:02:02.159Z,13752738422.0,3.8,3.8,,,
2023-06-26T23:01:47.586Z,13746433412.0,3.8,3.8,,,
2023-10-14T23:02:06.106Z,13744564559.0,3.3,3.3,,,
2025-04-08T23:01:28.305Z,13684256040.0,3.122,3.122,,,
2023-08-19T23:01:31.870Z,13679202464.0,4.0,4.0,,,
2023-08-23T12:02:08.701Z,13672815226.0,4.0,4.0,,,
2023-06-28T23:02:07.601Z,13631640138.0,3.8,3.8,,,
2023-08-18T23:02:33.798Z,13578011052.0,4.0,4.0,,,
2023-10-12T23:01:48.964Z,13560728740.0,3.3,3.3,,,
2023-06-04T23:01:39.727Z,13436235271.0,4.4,4.4,,,
2023-06-02T23:01:55.953Z,13406397464.0,4.7,4.7,,,
2023-08-22T23:02:02.096Z,13395928704.0,4.0,4.0,,,
2023-08-17T23:01:45.309Z,13374099524.0,3.8,3.8,,,
2023-09-11T23:01:43.630Z,13343453068.0,3.7,3.7,,,
2023-06-06T23:01:41.392Z,13330807337.0,4.3,4.3,,,
2023-06-03T23:01:36.962Z,13329420114.0,4.5,4.5,,,
2023-06-08T23:01:57.824Z,13244774774.0,4.1,4.1,,,
2023-06-09T23:02:00.743Z,13143672743.0,4.0,4.0,,,
2023-05-30T23:05:30.352Z,13128762485.0,4.8,4.8,,,
2023-06-07T23:02:14.623Z,13116024434.0,4.2,4.2,,,
2023-06-01T23:01:41.671Z,13071758573.0,4.7,4.7,,,
2023-06-20T23:02:13.010Z,12984451451.0,3.8,3.8,,,
2023-05-31T23:01:42.406Z,12955174289.0,4.8,4.8,,,
2023-05-29T23:02:12.914Z,12910780073.0,4.9,4.9,,,
2023-05-28T23:02:02.164Z,12906011156.0,4.8,4.8,,,
2023-06-05T23:02:04.082Z,12777545228.0,4.3,4.3,,,
2023-04-16T23:01:43.717Z,12775329334.0,4.3,4.3,,,
2023-06-11T23:01:56.768Z,12650513614.0,4.1,4.1,,,
2023-04-18T23:01:46.292Z,12625056127.0,4.4,4.4,,,
2023-06-19T23:01:55.964Z,12621688752.0,3.8,3.8,,,
2023-04-14T23:01:51.747Z,12548948812.0,4.9,4.9,,,
2023-05-05T23:01:56.500Z,12532452557.0,5.4,5.4,,,
2023-06-17T23:01:50.205Z,12505620867.0,3.9,3.9,,,
2023-04-17T23:01:39.061Z,12503331778.0,4.3,4.3,,,
2023-06-13T23:01:56.849Z,12498252783.0,4.0,4.0,,,
2023-06-18T23:01:42.527Z,12493032406.0,3.8,3.8,,,
2023-04-15T23:01:45.903Z,12487763395.0,4.8,4.8,,,
2023-06-10T23:02:10.807Z,12479075978.0,4.1,4.1,,,
2023-06-12T23:01:59.734Z,12478581646.0,4.0,4.0,,,
2023-06-16T23:01:52.401Z,12418632612.0,3.9,3.9,,,
2023-05-27T23:01:57.247Z,12394229250.0,4.8,4.8,,,
2023-05-26T23:02:07.011Z,12354788390.0,4.9,4.9,,,
2023-05-23T23:01:51.859Z,12299306752.0,5.0,5.0,,,
2023-05-16T23:02:19.286Z,12271773774.0,5.9,5.9,,,
2023-05-07T23:02:02.241Z,12201079873.0,6.2,6.2,,,
2023-05-15T23:02:19.306Z,12186064417.0,6.0,6.0,,,
2023-05-25T23:01:55.843Z,12094563155.0,4.9,4.9,,,
2023-05-24T23:01:23.020Z,12012717117.0,4.9,4.9,,,
2023-06-15T23:01:36.069Z,12010401879.0,3.9,3.9,,,
2023-05-06T23:02:00.833Z,11998718795.0,5.9,5.9,,,
2023-05-03T23:01:45.467Z,11969580364.0,5.2,5.2,,,
